Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-10-01,,,,0.08,2017-10-01,6,6,6,,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,,,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2009/1382/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/1791/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/278/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/287/P&from=planningSearch,not permissioned,"St George's Church, Cantelupe Road, Bexhill",RDCBLR0001,https://www.rother.gov.uk/CHttpHandler.ashx?id=29499,,,
,,2017-10-01,,,,0.1,2017-10-01,6,6,6,,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,,,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2010/2676/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2005/2399/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2000/1722/P&from=planningSearch,not permissioned,"Tower House, Hilders Cliff, Rye",RDCBLR0002,https://www.rother.gov.uk/CHttpHandler.ashx?id=29500,,,
yes,,2017-10-01,,,,0.74,2017-10-01,6,6,6,Construction of six private houses,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,2016-03-29,reserved matters approval,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2012/1528/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2011/918/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2011/901/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/3207/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/2542/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2002/1005/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2002/1021/P&from=planningSearch,permissioned,"The Warren Yard, Catsfield",RDCBLR0003,https://www.rother.gov.uk/CHttpHandler.ashx?id=29501,,,
,,2017-10-01,,,,0.11,2017-10-01,10,10,10,,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,,,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2013/1710/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2010/1469/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/2234/P&from=planningSearch,not permissioned,"30-34 Dorset Road, Bexhill",RDCBLR0004,https://www.rother.gov.uk/CHttpHandler.ashx?id=29502,,,
yes,,2017-10-01,,,,0.11,2017-10-01,5,5,5,,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,,,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2013/1963/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2010/2224/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2010/2225/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2009/226/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2008/3384/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2008/3331/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2008/1471/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2008/813/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2008/285/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2008/9/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/2733/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/2006/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/1788/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/800/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2006/3183/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2006/1975/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2006/1693/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2006/1566/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2003/966/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2003/630/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2000/1469/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/95/1358/P&from=planningSearch,not permissioned,"207 Cooden Drive, Bexhill",RDCBLR0005,https://www.rother.gov.uk/CHttpHandler.ashx?id=29503,,,
yes,,2017-10-01,,,,0.15,2017-10-01,5,5,5,Development comprising a terrace of 5 x two bedroom town houses,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,2017-10-12,full planning permission,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2017/1754/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2016/1525/MA&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2016/372/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2015/2361/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/97/346/O&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/97/361/P&from=planningSearch,permissioned,"Lydd Road Garage, Lydd Road, Camber",RDCBLR0006,https://www.rother.gov.uk/CHttpHandler.ashx?id=29504,,,
yes,,2017-10-01,,,,0.14,2017-10-01,11,11,11,,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,,,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2015/2965/PN3&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/1999/1308/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/98/348/P&from=planningSearch,not permissioned,"Ruskin House, Bodiam Business Park, Junction Road, Bodiam",RDCBLR0007,https://www.rother.gov.uk/CHttpHandler.ashx?id=29505,,,
yes,,2017-10-01,,,,0.11,2017-10-01,5,5,5,Erection of 5 dwellings.,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,2016-03-18,full planning permission,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2015/3106/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2014/2779/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2005/3312/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/98/808/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/98/628/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/97/2745/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/96/1903/P&from=planningSearch,permissioned,"Former Countrycraft Site, George Hill, Robertsbridge",RDCBLR0008,https://www.rother.gov.uk/CHttpHandler.ashx?id=29506,,,
,,2017-10-01,,,,0.05,2017-10-01,7,7,7,Outline: Development of a single building containing seven apartments.,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,2015-04-13,outline planning permission,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2015/462/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2012/36/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2011/1809/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/427/P&from=planningSearch,permissioned,"85 Ashdown Road, Bexhill",RDCBLR0009,https://www.rother.gov.uk/CHttpHandler.ashx?id=29507,,,
,,2017-10-01,,,,0.06,2017-10-01,7,7,7,Outline: Proposed demolition of building containing 7 flats and erection of 14 new flats.,Rother District Council,http://opendatacommunities.org/id/district-council/rother,not owned by a public authority,2015-11-03,full planning permission,http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2015/655/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2014/501/T&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2010/1220/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2007/694/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2006/2831/T&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2006/1649/P&from=planningSearch|http://planweb01.rother.gov.uk/OcellaWeb/planningDetails?reference=RR/2006/638/P&from=planningSearch,permissioned,"Chintings, Upper Sea Road, Bexhill",RDCBLR0010,https://www.rother.gov.uk/CHttpHandler.ashx?id=29508,,,
