Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-09-27,,,,2.15,2017-09-27,160,160,160,"Demolition of existing garage buildings and redevelopment of the site to provide 160 residential apartments and houses (Use Class C3) with new infrastructure, parking, access, landscaping, cycle storage and associated facilities including private and communal amenity space together with a five storey 541 space multi-storey public car park (Sui Generis) and 825 sqm. (GEFA) flexible commercial floorspace (Use Class A1, B1 and D2) on the ground floor of the multi-storey car park",Guildford,http://opendatacommunities.org/id/district-council/guildford,owned by a public authority,2017-01-23,full planning permission,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_171221,permissioned,"Land at Guildford Park Road Surface Car Park, Guildford GU2 7NF",BLR_003,https://www.guildford.gov.uk/media/26679/Land-at-Guildford-Park-Road-Surface-Car-Park-Guildford-GU2-7NF/pdf/BFLR2017_003,,,
,,2017-09-27,,,,0.12,2017-09-27,10,10,10,,Guildford,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,,,,not permissioned,"Works, Poyle Road, Tongham, GU10 1DS",BLR_015,https://www.guildford.gov.uk/media/26691/Works-Poyle-Road-Tongham-GU10-1DS/pdf/BFLR2017_015,,,
,,2017-09-27,,,,0.17,2017-09-27,15,15,15,,Guildford,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,,,,not permissioned,"Public House, Oxenden Road, Tongham",BLR_016,https://www.guildford.gov.uk/media/26692/Public-House-Oxenden-Road-Tongham/pdf/BFLR2017_016,,,
yes,,2017-09-27,,,,1.25,2017-09-27,15,15,15,,Guildford,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,,,,not permissioned,"Builders Yard (Elms Garden), Glaziers Lane, Normandy",BLR_017,https://www.guildford.gov.uk/media/26693/Builders-Yard-Elms-Garden-Glaziers-Lane-Normandy/pdf/BFLR2017_018,,,
,,2017-09-27,,,,40,2019-11-01,1000,1000,1000,,Guildford,http://opendatacommunities.org/id/district-council/guildford,mixed ownership,,,,not permissioned,"Slyfield Area Regeneration Project, Guildford",BLR_019,https://www.guildford.gov.uk/media/26695/Slyfield-Area-Regeneration-Project-Guildford/pdf/BFLR2017_019,,,
yes,,2017-09-27,,,,0.56,2019-11-01,38,38,38,,Guildford,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,,,,not permissioned,"Land at Westway, off Aldershot Road, Guildford",BLR_020,https://www.guildford.gov.uk/media/26696/Land-at-Westway-off-Aldershot-Road-Guildford/pdf/BFLR2017_020,,,
,,2017-09-27,,,,3.28,2019-11-01,93,93,93,,Guildford,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,,,,not permissioned,"Land at Guildford Cathedral, Alresford Road, Guildford",BLR_021,https://www.guildford.gov.uk/media/26697/Land-at-Guildford-Cathedral-Alresford-Road-Guildford/pdf/BFLR2017_021,,,
,,2019-11-01,,,,0.38,2019-11-01,90,90,90,,Guildford,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,2018-03-14,full planning permission,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_177442,not permissioned,"The Plaza, Portsmouth Road, Guildford",BLR_022,https://www.guildford.gov.uk/media/26698/The-Plaza-Portsmouth-Road-Guildford/pdf/BFLR2017_022,,,
,,2017-09-27,,,,0.64,2019-11-01,175,175,175,,Guildford,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,,,,not permissioned,"Jewsons, Walnut Tree Close, Guildford",BLR_023,https://www.guildford.gov.uk/media/26699/Jewsons-Walnut-Tree-Close-Guildford/pdf/BFLR2017_023,,,
,,2017-09-27,,,,5.9,2019-11-01,116,116,116,,Guildford,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,,,,not permissioned,"Surrey Police Headquarters, Mount Browne, Sandy Lane, Guildford",BLR_024,https://www.guildford.gov.uk/media/26700/Surrey-Police-Headquarters-Mount-Browne-Sandy-Lane-Guildford/pdf/BFLR2017_024,,,
